"Ensembl_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Symbol"
"ENSG00000000003"	0.107684354414973	7.87677592890287	1.36773408947926	0.21111768320576	0.673059698579655	-5.4502438294653	"NO"	"NO"	"TSPAN6"
"ENSG00000000419"	0.249771765206965	5.86020998968358	2.54919187269979	0.0361540110852557	0.497488500082232	-3.81369921357006	"NO"	"NO"	"DPM1"
"ENSG00000000457"	0.0870875637742357	5.28229329767873	0.920437945697213	0.386100574421724	0.783630377092493	-5.86062240414834	"NO"	"NO"	"SCYL3"
"ENSG00000000460"	0.00811325883300995	2.52183608276517	0.0414880841758007	0.967993986295488	0.991319802333117	-5.69900176497652	"NO"	"NO"	"C1orf112"
"ENSG00000000971"	-0.0369279730168346	7.52170152575338	-0.200579807278351	0.846379191209408	0.962415309757263	-6.35239143896742	"NO"	"NO"	"CFH"
"ENSG00000001036"	-0.291892224400748	5.11248164382147	-1.77562713789014	0.116361302420813	0.58941759708018	-4.84310921500414	"NO"	"NO"	"FUCA2"
"ENSG00000001084"	-0.000538980064026973	8.24809350648925	-0.00437657541334061	0.996622601638985	0.999193023354818	-6.35389868354414	"NO"	"NO"	"GCLC"
"ENSG00000001167"	0.0171026036793345	5.02509157967232	0.140455476098422	0.892012688272558	0.974560026810067	-6.24955723114721	"NO"	"NO"	"NFYA"
"ENSG00000001460"	0.0382423665624998	6.28344639727791	0.330015342456324	0.750450668915869	0.930167228702844	-6.31785772994445	"NO"	"NO"	"STPG1"
"ENSG00000001461"	0.00436896266925668	6.04848917560497	0.0340584687343399	0.973722782595604	0.99314640339587	-6.36822934602157	"NO"	"NO"	"NIPAL3"
"ENSG00000001497"	-0.1028972082106	5.31588739111016	-0.841634650234615	0.426110293789457	0.807305692081104	-5.93354462867559	"NO"	"NO"	"LAS1L"
"ENSG00000001561"	-0.00528303309211253	6.42413509141759	-0.0475914254318448	0.963289329312766	0.990023798768795	-6.37928440084403	"NO"	"NO"	"ENPP4"
"ENSG00000001617"	-0.0463997958702054	6.38742035266605	-0.451372384262036	0.664534128460433	0.90114836738947	-6.26918507046921	"NO"	"NO"	"SEMA3F"
"ENSG00000001626"	-1.06033838785701	5.62409011420872	-2.91755288602743	0.0208589719323753	0.451281109212629	-3.24905638141793	"NO"	"NO"	"CFTR"
