"Gene_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Symbol"
"ENSG00000000003.10"	-0.0404501113718831	5.15513918450341	-0.418608519744439	0.682559364419287	0.919729915536004	-6.03465989730342	"TSPAN6"
"ENSG00000000419.8"	-0.11048381483317	5.74069321660538	-1.39768809169361	0.186363194230127	0.662045217180199	-5.2761992461701	"DPM1"
"ENSG00000000457.9"	-0.182276809224564	3.30685276022159	-1.33352058476161	0.206000472809222	0.680863616123136	-4.92483327526319	"SCYL3"
"ENSG00000000460.12"	0.779257697519387	3.19585950467511	2.81497108420563	0.0150004615003463	0.4222926694129	-2.83246234159041	"C1orf112"
"ENSG00000000971.11"	-0.548218761672064	7.36595733183697	-1.65461953727784	0.12271638372598	0.606808904929657	-4.96771851964891	"CFH"
"ENSG00000001036.9"	-0.222735944161947	6.08009547582645	-1.42335268666865	0.178955282706444	0.657882854929371	-5.27614443730059	"FUCA2"
"ENSG00000001084.6"	0.313300759738857	6.65445951455299	1.67058435388565	0.119474849092211	0.606150111842483	-4.96216796983139	"GCLC"
"ENSG00000001167.10"	0.315721770877431	5.64952790677511	2.92822090230312	0.0121058362751286	0.413913512958272	-2.84989396879824	"NFYA"
"ENSG00000001460.13"	0.155302218472808	4.79057836045738	1.17029961986572	0.263570226611506	0.721083096704702	-5.38772756648613	"STPG1"
"ENSG00000001461.12"	-0.100916399574045	6.77684940596949	-0.749552219079731	0.467308365818696	0.830641253090705	-5.9881586463431	"NIPAL3"
"ENSG00000001497.12"	0.155167400056808	5.71993715317812	1.94157163002575	0.0749189142646215	0.565236692828613	-4.50747752336278	"LAS1L"
"ENSG00000001561.6"	-1.28257184041556	2.14061659146722	-2.93832504861674	0.0118762149514133	0.413913512958272	-2.70156469701364	"ENPP4"
"ENSG00000001617.7"	0.186569738697193	7.66179442380324	0.834849531558377	0.419372290726029	0.806749045291669	-5.88896818355112	"SEMA3F"
"ENSG00000001626.10"	-1.27065516593337	1.06013654318009	-1.52270957785148	0.152561621222569	0.639049407549848	-4.41426563451595	"CFTR"
"ENSG00000001629.5"	-0.0975231796252931	6.91108337555302	-0.998860532151273	0.336685343347191	0.767540521007388	-5.77319408444683	"ANKIB1"
"ENSG00000001630.11"	0.0450524030762747	2.55046104780897	0.286479724677396	0.779173469965028	0.945921414070027	-5.48233150072604	"CYP51A1"
"ENSG00000001631.10"	0.0629723408699006	5.10925304254703	0.659062386534921	0.521735277514156	0.856834181588404	-5.89448367903124	"KRIT1"
"ENSG00000002016.12"	0.12890122107033	2.83456767899276	0.604372061789612	0.556337998318551	0.871871682888485	-5.42262761751169	"RAD52"
"ENSG00000002079.8"	0.407415629382418	4.16984028893931	0.643248345237926	0.531611926761137	0.861745718279856	-5.70488007219596	"MYH16"
"ENSG00000002330.9"	0.0308722355530406	4.47662308740024	0.268116935495757	0.792954541933125	0.949044142814632	-5.9521485117211	"BAD"
"ENSG00000002549.8"	-0.239165366796072	5.66707702073699	-1.5767474016859	0.139653335092867	0.622730810497229	-5.03640517584953	"LAP3"
"ENSG00000002586.13"	0.178082750783937	6.4368826851092	1.30175236785631	0.216330394082832	0.689090695913751	-5.44002119337066	"CD99"
"ENSG00000002587.5"	0.997648318548927	4.65309439424322	1.54315533553788	0.14756218249796	0.633283619977146	-4.87553153287216	"HS3ST1"
"ENSG00000002822.11"	0.269361683665197	4.37289814770692	2.39676413419128	0.0328507585318787	0.500194527798106	-3.60359458895171	"MAD1L1"
"ENSG00000002834.13"	0.0471362801250059	8.48948992185647	0.54043437673305	0.598334273964424	0.88684013220234	-6.02430376843884	"LASP1"
"ENSG00000002919.10"	-0.124177918581087	4.40444835663129	-1.09458402051401	0.294210653009742	0.739599793430182	-5.4014744207591	"SNX11"
"ENSG00000003056.3"	-0.239047142478409	6.58444301711103	-1.83656936088273	0.0900030712069308	0.589682280161401	-4.72374203976751	"M6PR"
"ENSG00000003096.9"	0.733814813087879	3.29167012599244	1.95440680070142	0.0732427249439098	0.561039058225286	-4.10805718120037	"KLHL13"
"ENSG00000003147.13"	-0.313725614141061	3.7710363874599	-1.54024809590204	0.148264394727024	0.634159458466228	-4.77288005713134	"ICA1"
"ENSG00000003249.9"	-1.07428376599076	3.76527447879858	-2.09619600978222	0.0568901244233236	0.542157922575269	-4.00605384189913	"DBNDD1"
"ENSG00000003393.10"	-0.10870553478266	5.44304988395077	-0.831885558851386	0.420981947131241	0.807424651987835	-5.8262794595942	"ALS2"
"ENSG00000003400.10"	-0.540453470271178	4.1220370696253	-1.93859355135224	0.075312820605264	0.566049584270244	-4.29189643750351	"CASP10"
"ENSG00000003402.15"	0.0174072719851965	7.48934451097308	0.0890982122611369	0.930406435441433	0.985853100995214	-6.24620415635067	"CFLAR"
"ENSG00000003436.10"	-0.85125867492215	6.0624401898302	-1.82130773230419	0.092410945911538	0.591516714389812	-4.72391179816057	"TFPI"
"ENSG00000003509.11"	-0.0926714294421602	3.71823950739288	-0.667279121539687	0.51664561659957	0.855338779116901	-5.60479469884666	"NDUFAF7"
"ENSG00000003756.12"	0.0274576459999967	6.01697396937944	0.274073624026653	0.788475891273609	0.94813662218305	-6.20267243100662	"RBM5"
"ENSG00000003987.9"	-0.209602263308264	1.07465450298712	-0.674388434765188	0.512265325187177	0.853523304398476	-5.01844787610752	"MTMR7"
"ENSG00000003989.12"	0.240384015744614	2.20983053155761	0.253203809374514	0.80420061911122	0.952476695347336	-5.39717710221177	"SLC7A2"
"ENSG00000004059.6"	0.158682955554551	6.17584680137861	1.19787556318774	0.253044268610753	0.713255091409912	-5.54638167980343	"ARF5"
"ENSG00000004142.7"	0.00575067969453613	6.53630527113997	0.0535296771866293	0.958150459804636	0.991880158571991	-6.26983732860754	"POLDIP2"
"ENSG00000004399.8"	-1.42410080144856	1.98892419861902	-1.19118786417578	0.255566391058664	0.715995509712761	-4.82798559051902	"PLXND1"
"ENSG00000004455.12"	0.0428409723209109	7.17905263106722	0.453756854087076	0.657731275747872	0.910509694071194	-6.15904070607408	"AK2"
"ENSG00000004478.5"	-0.121320651844058	6.97389282105608	-0.785614507925539	0.446635827228538	0.821647378309906	-5.95765272529908	"FKBP4"
"ENSG00000004487.11"	0.0981838665689532	7.1358189145893	1.0386254142883	0.318527526925568	0.757539597914454	-5.72884546910854	"KDM1A"
"ENSG00000004534.10"	0.0252230949656322	5.96301018412228	0.33121669804032	0.745932225496864	0.938268677733116	-6.17993439202389	"RBM6"
"ENSG00000004660.10"	0.659069914208848	2.34436881797897	1.46786023853157	0.166691913535983	0.649452459022434	-4.57368334794775	"CAMKK1"
"ENSG00000004700.11"	0.0878382540692009	6.38899075932327	0.913141427361005	0.378333520446487	0.789548790671648	-5.84533352980764	"RECQL"
"ENSG00000004766.11"	-0.254627257902148	5.1624833445383	-2.53517920538906	0.025391561004643	0.467437420256481	-3.48778934234439	"CCDC132"
"ENSG00000004777.14"	-0.0786283707481259	1.42076457629629	-0.155599538941521	0.878817242081595	0.971757248907943	-5.23388438091386	"ARHGAP33"
"ENSG00000004779.5"	0.0043693261027995	5.22959911322241	0.0399172669511462	0.968785512175547	0.994038351183346	-6.13584015792308	"NDUFAB1"
"ENSG00000004864.9"	0.28711682833979	5.44121024041258	2.61800754386783	0.0217424714912451	0.45008011723136	-3.36765796170033	"SLC25A13"
"ENSG00000004866.14"	-0.223423250544626	4.27999908684698	-1.65271608274821	0.123107964615965	0.606808904929657	-4.71804558862326	"ST7"
"ENSG00000004897.7"	0.137444041341073	7.20934981001573	1.79705056767336	0.0963575808769182	0.596060226241861	-4.77446293923756	"CDC27"
"ENSG00000004961.10"	-0.131013964885042	5.29985758443132	-1.28701908843985	0.221261309384732	0.692482668278579	-5.3512732758115	"HCCS"
"ENSG00000004975.7"	-0.0815082532962368	4.90761216136317	-0.416048955405123	0.684383012227245	0.920313365543135	-5.99275764524821	"DVL2"
"ENSG00000005001.5"	-0.27995048142333	6.07756687584881	-0.345021444824278	0.735777507218722	0.936107958661922	-6.18839225813791	"PRSS22"
"ENSG00000005007.8"	0.00175061953729028	7.12613248409712	0.0244058793060654	0.980911675187223	0.997588950086076	-6.2668237167381	"UPF1"
"ENSG00000005020.8"	0.126117400654144	5.29309319519973	0.525266133469009	0.608530453726562	0.891082738565094	-6.00127366053846	"SKAP2"
"ENSG00000005022.5"	0.173715654489318	7.89238807089506	1.10390404606764	0.290299681644162	0.737956771408856	-5.62247288420494	"SLC25A5"
"ENSG00000005059.11"	0.156178239988048	4.40077144986539	0.627665467947909	0.541447463583517	0.864324687332197	-5.77193084791374	"CCDC109B"
"ENSG00000005075.11"	0.0104967841767349	4.74264605941604	0.087850810588506	0.931378045253808	0.986256578630874	-6.04073248956099	"POLR2J"
"ENSG00000005100.8"	0.258858385925485	5.7759801943567	2.78018157482766	0.0160198064540316	0.4222926694129	-3.12128609814377	"DHX33"
"ENSG00000005156.7"	0.494412590049124	4.4651328195115	3.17478150106404	0.0075834299928055	0.401003091933623	-2.31206553054729	"LIG3"
"ENSG00000005175.5"	0.0881482353034739	5.07265449006613	0.977974910279929	0.346516780862114	0.774969588976348	-5.63343661396812	"RPAP3"
"ENSG00000005189.15"	0.250148438157292	1.18892859901389	0.664694535905468	0.518243457049924	0.85563204786943	-5.02610067025326	NA
"ENSG00000005194.10"	0.0194691578222796	5.5458498501077	0.166481119479849	0.870423863227261	0.971147761497351	-6.17191310160501	"CIAPIN1"
"ENSG00000005206.12"	-0.261410154808285	4.70394674849646	-2.10296499854812	0.0562015346727302	0.541108564357665	-4.13052244190563	"SPPL2B"
"ENSG00000005238.15"	-0.0491575094950383	6.33264570434865	-0.277633353974717	0.785803172172004	0.946952596558148	-6.22427080431719	"FAM214B"
"ENSG00000005243.5"	-0.198364778592338	2.58332439889189	-0.455083355242787	0.656802274684508	0.910299249565037	-5.44394691086878	"COPZ2"
"ENSG00000005302.13"	-0.074619644809033	5.1573117432847	-0.737666786884604	0.474250380905937	0.83382041951336	-5.85269163242513	"MSL3"
"ENSG00000005339.8"	-0.110248343378116	6.04542566174652	-0.653950834516987	0.52491606938262	0.857926692220333	-6.02786623355508	"CREBBP"
"ENSG00000005436.9"	0.224708576584494	4.35796496525546	1.55114559336034	0.145646898048008	0.632256199622197	-4.85203290867719	"GCFC2"
"ENSG00000005448.12"	0.0883656100800607	4.61410475165691	0.611473094031832	0.551774903575424	0.870455728234152	-5.8286829049475	"WDR54"
"ENSG00000005469.7"	0.275345442333696	5.50280262579445	1.16230810744935	0.266683247418204	0.722454212080162	-5.51066555179542	"CROT"
"ENSG00000005483.15"	0.0160264821932357	6.81109672308687	0.153859092607789	0.8801611634668	0.972564709499625	-6.26149656096358	"KMT2E"
"ENSG00000005486.12"	0.0566360327450592	5.5049040441107	0.37792144493974	0.711787612325696	0.927640506877397	-6.10519726963031	"RHBDD2"
"ENSG00000005700.10"	-0.112232387937523	7.33084790649809	-1.32451505374567	0.208887169627404	0.683800839594311	-5.40538300312423	"IBTK"
"ENSG00000005801.12"	-0.0288311391851535	4.63153807323934	-0.1785033828309	0.861169698033253	0.969774803722121	-6.00825173809295	"ZNF195"
"ENSG00000005810.13"	0.0315657399695333	6.39088070633854	0.341581964915158	0.738302818616856	0.936693745124193	-6.20554656448278	"MYCBP2"
"ENSG00000005812.6"	-0.067711860781726	5.60919409487597	-0.545792247106032	0.594753584361791	0.885791408625792	-6.04490888410745	"FBXL3"
"ENSG00000005882.7"	-0.915078685494839	1.90969614804457	-3.64007314534142	0.00314739678646935	0.338879719687173	-1.83740483396238	"PDK2"
"ENSG00000005884.13"	0.229403961114761	10.8411067409325	1.85160106149498	0.0876869735524268	0.589682280161401	-4.44057387932209	"ITGA3"
"ENSG00000005889.11"	-0.139470509523105	5.43557914602086	-0.530521270762552	0.604988080903003	0.889256223050651	-6.02946341090458	"ZFX"
"ENSG00000005893.11"	-0.0128254071944713	8.10814891050706	-0.107509310452526	0.916080311199339	0.981990131849014	-6.19985742497984	"LAMP2"
"ENSG00000005955.8"	-0.11661213429444	6.68320717384415	-1.45972480749578	0.168879175276685	0.650496549126685	-5.25164504725145	"GGNBP2"
"ENSG00000006007.7"	-0.0430898988253574	6.82707632767297	-0.34120571835265	0.738579256956354	0.936711705925134	-6.21354593207418	"GDE1"
"ENSG00000006015.13"	-0.164842875394419	3.89105240747816	-1.27652610664254	0.224827911920486	0.694654414850948	-5.10732537834993	"C19orf60"
"ENSG00000006025.7"	-0.197860490810952	4.21639928663373	-0.945813279238463	0.362054292112404	0.783831062713304	-5.5063311689859	"OSBPL7"
"ENSG00000006042.7"	-0.388690952550977	5.35360889712479	-2.26675188143084	0.041740174664187	0.514459097719908	-3.95881656202492	"TMEM98"
"ENSG00000006062.9"	0.0828200866893676	3.27321744406885	0.466786109351822	0.648632316797518	0.906287281960054	-5.59609368067706	"MAP3K14"
"ENSG00000006114.11"	-0.117784355205288	5.7770141717494	-0.968479147537748	0.351053976270964	0.777680089409181	-5.75078823758471	"SYNRG"
"ENSG00000006118.10"	-0.278803314992549	8.15754615738141	-1.40488516501163	0.184260551585576	0.660948583182348	-5.25139088036287	"TMEM132A"
"ENSG00000006125.12"	0.0997768321861425	9.21996030344498	1.11893710049009	0.284074321637697	0.732702163585965	-5.49513435884191	"AP2B1"
"ENSG00000006194.6"	-0.188681331815036	4.79969624945746	-1.45967611647679	0.168892338576984	0.650496549126685	-5.06145748427663	"ZNF263"
"ENSG00000006210.6"	0.124254263662241	2.68382761380551	0.287229902213124	0.778612087927198	0.945921414070027	-5.50111526225715	"CX3CL1"
"ENSG00000006282.15"	0.047798714423223	5.66206443487801	0.297634404713556	0.770839572597554	0.94504675689396	-6.15609035561339	"SPATA20"
"ENSG00000006327.9"	0.102188608577743	7.0991242574204	0.764904369237489	0.458435715057799	0.82900405064625	-5.9706130492833	"TNFRSF12A"
"ENSG00000006432.11"	0.572522971990119	6.4599688571615	1.37976579808435	0.191685767942615	0.665504142207579	-5.33769499075753	"MAP3K9"
"ENSG00000006451.3"	0.00500832934424977	7.21159216527163	0.0230850589816532	0.981944511357413	0.997819324931805	-6.26362756242524	"RALA"
"ENSG00000006453.9"	0.0317347391184661	6.6157935734183	0.116606519240952	0.909012506993321	0.979543609429457	-6.26556255192764	"BAIAP2L1"
"ENSG00000006459.6"	0.0274179780864579	4.58672637194655	0.139137984398683	0.891543457521306	0.975066764440526	-6.00206789404937	"KDM7A"
"ENSG00000006468.9"	-0.294500645388784	2.7953820952484	-0.478822002856142	0.640279049790479	0.90189836476702	-5.4901461400508	"ETV1"
"ENSG00000006530.11"	0.192324010239672	5.01354657784475	1.70251112222588	0.113217475058693	0.603747084299298	-4.76115694832836	"AGK"
"ENSG00000006534.11"	-0.311075636184549	2.92525418834359	-0.627076861750042	0.541820969591513	0.86442171819557	-5.44621053682112	"ALDH3B1"
"ENSG00000006555.6"	0.0814513417141312	3.06363538131387	0.159663953945327	0.875680354774383	0.971644560195352	-5.63602160010622	"TTC22"
"ENSG00000006576.12"	0.091609611789897	5.05324191062782	0.582239149712787	0.570691992659582	0.877547291739489	-5.93099222517731	"PHTF2"
"ENSG00000006607.9"	0.108955716879758	5.56377200371596	0.587548112261555	0.567230927714926	0.875970875118501	-6.00953156671791	"FARP2"
"ENSG00000006625.13"	0.355238394363872	5.38807596166028	1.42866243607473	0.17745371341593	0.657857695843476	-5.17851333236793	"GGCT"
"ENSG00000006634.3"	0.371902870644945	4.27708805185144	1.63384804774799	0.127049054267635	0.609534833096438	-4.72347468561863	"DBF4"
"ENSG00000006652.9"	-0.181098420117132	5.59323397632958	-0.957365955596015	0.356417483680819	0.780386909163907	-5.74039180412131	"IFRD1"
"ENSG00000006695.6"	0.115268688976092	3.84619941509748	0.653757582185927	0.525036543920847	0.857926692220333	-5.63607229543935	"COX10"
"ENSG00000006704.6"	-0.0598128857497944	4.8641437497619	-0.522209201599308	0.610595827504375	0.892334993646942	-5.93240294481631	"GTF2IRD1"
"ENSG00000006712.10"	0.00392652251618753	5.77763857626644	0.0508955257521313	0.960207873100096	0.992317052123107	-6.2158988938279	"PAF1"
"ENSG00000006715.11"	-0.243388715053919	6.42738460252147	-2.13078000502144	0.0534528875037849	0.533086430116775	-4.26288731460963	"VPS41"
"ENSG00000006740.12"	-0.602830959266079	1.32710214817396	-1.27116889787904	0.226666546581084	0.694654414850948	-4.65793759046928	"ARHGAP44"
"ENSG00000006744.14"	0.0608452126538337	6.65383028960463	0.582980764449384	0.570207834519086	0.877459996874338	-6.098366825257	"ELAC2"
"ENSG00000006756.11"	-0.736420892339582	4.63643831944793	-3.90802554347125	0.0019077933620372	0.331457874992785	-1.08652533056838	"ARSD"
"ENSG00000006757.7"	-0.253773069580165	4.21750384052193	-1.01220421953108	0.330510421926942	0.76256856712958	-5.44655087101399	"PNPLA4"
"ENSG00000006831.9"	0.06210439099348	6.79319842557922	0.870915535198928	0.400112463252163	0.798064055027475	-5.89040706999431	"ADIPOR2"
"ENSG00000007047.10"	-0.0670578378200544	5.77278152826512	-0.675854905280432	0.511364494257869	0.853483836545231	-5.98554980963465	"MARK4"
"ENSG00000007080.6"	-0.190494491346941	5.82307007966882	-2.1239854081918	0.0541124726625285	0.534980137794915	-4.23771322875775	"CCDC124"
"ENSG00000007168.8"	0.0581954704083172	7.89907070167768	0.867313904301384	0.402008599941984	0.798822611940454	-5.84464988471736	"PAFAH1B1"
"ENSG00000007202.10"	0.0653980181569018	7.91151508429668	0.826184117061213	0.424089682716688	0.808534520248721	-5.87797139173222	"KIAA0100"
"ENSG00000007255.6"	0.056747959113721	1.69295041969772	0.200634331061299	0.844191205586503	0.963381359582241	-5.28499831351991	"TRAPPC6A"
"ENSG00000007341.14"	-0.379090077291234	3.19533840967978	-1.99819258694562	0.0677803101312061	0.554004333079674	-4.06157350394759	"ST7L"
"ENSG00000007376.3"	0.25227195543571	4.56203179074179	1.54765094112827	0.146481933143084	0.633032643845933	-4.89143847262514	"RPUSD1"
"ENSG00000007384.11"	0.0902271929870873	5.29058602590164	0.68434457161573	0.506167714955343	0.850185611342341	-5.9066810764644	"RHBDF1"
"ENSG00000007392.12"	0.111065582297038	4.91241499923921	0.876050031029247	0.397419778534624	0.796502143685368	-5.6942065944878	"LUC7L"
"ENSG00000007520.3"	0.0823719754782726	4.96254655428044	0.704171822474458	0.494153168599089	0.844098295489645	-5.83686675886166	"TSR3"
"ENSG00000007541.10"	0.174864114957193	5.31406464003214	1.16402369122234	0.266012573978777	0.722053857594107	-5.48261970800467	"PIGQ"
"ENSG00000007545.11"	0.16992380416793	3.85235419085071	1.15398178979592	0.26995680933705	0.724335868227751	-5.21896305437185	"CRAMP1L"
"ENSG00000007866.14"	-0.404452265813006	5.6973828207121	-3.08765101644325	0.00894680049223367	0.407920490483868	-2.58249312433423	"TEAD3"
"ENSG00000007923.11"	0.00469893784372122	5.81343853608291	0.0522665463800778	0.959136994466058	0.991880158571991	-6.22016580684052	"DNAJC11"
"ENSG00000008018.8"	0.0766880326099155	6.96066046590453	0.925803847330384	0.371965022992114	0.78797372623698	-5.84030854503047	"PSMB1"
"ENSG00000008083.9"	0.289982809386417	6.53270879594424	1.28368286081214	0.222390341073665	0.693065747752658	-5.46262009764166	"JARID2"
"ENSG00000008086.6"	-0.201019590460381	2.27817996114038	-0.760530303861507	0.460952817692395	0.829598230606144	-5.20693256384526	"CDKL5"
"ENSG00000008128.18"	0.102447489956336	3.13723578510821	0.819149633625199	0.427944734396857	0.81040408007719	-5.35570181739758	"CDK11A"
