"ENSG_ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Symbol"
"ENSG00000000003"	-0.466393737547482	7.69769108599618	-2.95912765254115	0.0118446923016375	0.149131659967977	-3.88581596730419	"TSPAN6"
"ENSG00000000419"	-0.111573167777911	5.36889372826116	-0.855882383285114	0.408690460049841	0.708635802003914	-7.04400762207832	"DPM1"
"ENSG00000000457"	-0.256153090939224	4.95904350141357	-2.22971415115983	0.0454586027554981	0.280882422265471	-5.14226567234097	"SCYL3"
"ENSG00000000460"	-0.446954593108158	2.07513877095704	-1.92842115255812	0.077591729264304	0.358806048203878	-4.98225350322178	"C1orf112"
"ENSG00000000971"	-0.0179143050563262	6.74059251574316	-0.0587054988335306	0.954144979053967	0.981866949984085	-7.47703281303085	"CFH"
"ENSG00000001036"	-0.286581838318817	5.23235666389244	-2.32343184748087	0.0383613504908119	0.260190029415942	-5.01200778389757	"FUCA2"
"ENSG00000001084"	-0.0224141548303685	8.21910495627426	-0.0954541221298698	0.925516616224137	0.972465759794271	-7.41180398242616	"GCLC"
"ENSG00000001167"	0.10648668975021	5.07696616607796	0.981658233243868	0.34548762170189	0.66098251890713	-6.89009741592978	"NFYA"
"ENSG00000001460"	0.0604858096674548	6.59458350876259	0.354511602978782	0.729056584521254	0.893386369621436	-7.41255039287093	"STPG1"
"ENSG00000001461"	0.0403359246874091	7.05167140664842	0.348021062807442	0.733803348703665	0.895265878154805	-7.40629582891147	"NIPAL3"
"ENSG00000001497"	0.116837192348102	5.61835852792535	1.16933668162013	0.264785408673965	0.594804662273848	-6.74469484678481	"LAS1L"
"ENSG00000001561"	-0.498147418441342	6.51361897831848	-2.2638713861865	0.0427381496312374	0.272728362820513	-5.17286056313143	"ENPP4"
"ENSG00000001617"	-0.221791509244094	7.35161013854056	-1.04178300149475	0.317878935490779	0.639537959914142	-6.89486757501658	"SEMA3F"
"ENSG00000001626"	-0.581244813835791	3.92551087594236	-2.16221766463814	0.0513240825694638	0.296533166424777	-5.08153947977627	"CFTR"
"ENSG00000001629"	-0.0349645749909939	6.10364259807576	-0.303682224406503	0.766528093633548	0.909066680479762	-7.42274423387736	"ANKIB1"
"ENSG00000001630"	0.509231873662945	2.53811073182141	2.37086320963337	0.0351858506566777	0.25171454736848	-4.29845022736348	"CYP51A1"
"ENSG00000001631"	-0.239708761427767	5.60404735446369	-1.61569817054201	0.131914760696239	0.444499211399552	-6.17426722425873	"KRIT1"
"ENSG00000002016"	0.310320027027122	3.0419048528886	1.09288008099732	0.295725580598487	0.620873087460581	-6.29951292862535	"RAD52"
"ENSG00000002330"	0.211087913111101	5.38376251440766	2.01154058225408	0.0670813297641088	0.335141123585781	-5.53853267026455	"BAD"
"ENSG00000002549"	0.00696958754597876	6.82865615239174	0.0625754471346047	0.95112628847134	0.980951566006444	-7.47530806808621	"LAP3"
"ENSG00000002586"	-0.843339019256424	6.46029531988612	-7.22141818194983	1.00692842934583e-05	0.00254185351146137	3.37451389654468	"CD99"
"ENSG00000002587"	-0.686105942830574	5.18239567217746	-2.6688913536991	0.0203267090160078	0.193166343585388	-4.40046120596676	"HS3ST1"
"ENSG00000002745"	1.58026465321581	1.58688765036038	1.96084782365999	0.0733229512365024	0.351229684501558	-4.67831727798409	"WNT16"
"ENSG00000002822"	0.104823551661884	4.38006568755136	0.46331128421026	0.651363229046583	0.855554989339306	-7.16090181787266	"MAD1L1"
"ENSG00000002834"	-0.0691895983928461	8.33490741442937	-0.494639109948791	0.629712844114992	0.84318500537475	-7.27974407883256	"LASP1"
"ENSG00000002919"	-0.0904672058847824	4.71463138132124	-0.696582518159102	0.499226458680832	0.767921576814167	-7.08981967764321	"SNX11"
"ENSG00000002933"	0.998173737138362	0.617687114132027	1.06005360325673	0.309820254652942	0.632859263734213	-5.71524408782178	"TMEM176A"
"ENSG00000003056"	-0.0573199647650551	6.50788112479713	-0.690027481944203	0.50319597474168	0.769334411966433	-7.22788633284827	"M6PR"
"ENSG00000003096"	0.289792136685896	5.33414542266776	1.42743812458115	0.17874637842568	0.502269726383756	-6.39728767789101	"KLHL13"
"ENSG00000003137"	1.27931706424939	-0.892801648584036	1.56809417713472	0.14262428736589	0.456687178456645	-4.83976324038049	"CYP26B1"
"ENSG00000003147"	0.0282828736787755	4.32560275534536	0.199381683482174	0.845275134083817	0.941742676218338	-7.24620000382371	"ICA1"
"ENSG00000003249"	0.447551814986424	3.98723786941928	3.65220399325427	0.00326965269575046	0.0734560809511317	-2.33259335966272	"DBNDD1"
"ENSG00000003393"	0.128728195761925	6.01088834496643	0.995488846600462	0.338988174418907	0.655232777332433	-6.95319538681009	"ALS2"
"ENSG00000003400"	0.271693765598838	4.84740833755259	0.887534789655497	0.392089738825564	0.698277826302479	-6.93942208724116	"CASP10"
"ENSG00000003402"	0.103205441099331	8.03594988268269	0.776194752208863	0.45253825667691	0.736437110615313	-7.11013310426126	"CFLAR"
"ENSG00000003436"	1.58712146109375	2.28294109434318	3.63132170746663	0.00339774714522188	0.0752176170041768	-1.90214009219978	"TFPI"
"ENSG00000003509"	-0.0663336948368798	3.21279948146739	-0.350413789407532	0.732052113360054	0.89470507796916	-6.92209848169151	"NDUFAF7"
"ENSG00000003756"	0.149351169175185	6.67352897241633	0.692008952168601	0.501994080638154	0.769036822824814	-7.22633849597941	"RBM5"
"ENSG00000003987"	-0.437567941759052	0.585440080357556	-1.18250592995813	0.259718675829718	0.58901242979742	-5.66468730113332	"MTMR7"
"ENSG00000003989"	-0.285162502323178	7.70663566406677	-0.687897953272889	0.504489585882	0.769368784093331	-7.18753031543993	"SLC7A2"
"ENSG00000004059"	0.0406095193780649	6.36678746099669	0.414798843126843	0.685548208715889	0.871146927495094	-7.38600308342673	"ARF5"
"ENSG00000004139"	0.139996117734241	2.95880056826567	0.85970381325289	0.406661485048902	0.707349843775516	-6.51916529122665	"SARM1"
"ENSG00000004142"	-0.08950488755828	6.49227648832187	-0.906447721741848	0.382393433513961	0.689858423974512	-7.05086558003194	"POLDIP2"
"ENSG00000004399"	0.993124072500436	3.47730201882459	1.74336007835842	0.106597295189633	0.408221164262622	-5.51206575254274	"PLXND1"
"ENSG00000004455"	-0.0889863260790715	6.2149218822717	-0.822279106841804	0.426823661653422	0.718942205145879	-7.12079822929539	"AK2"
"ENSG00000004468"	-0.488656035161446	5.5731289767762	-1.94286777820862	0.0756624722292062	0.355257952123875	-5.67772823021912	"CD38"
"ENSG00000004478"	0.0137909885053862	7.23855747144535	0.0975109952875102	0.923917065847784	0.972163938391524	-7.45857596610338	"FKBP4"
"ENSG00000004487"	-0.180979461185045	7.1822559886138	-2.34046298919472	0.0371907603753636	0.256576124361969	-5.02717575388503	"KDM1A"
"ENSG00000004534"	0.414399778307748	6.65761117386882	1.28272979525875	0.223611791032911	0.550465621755484	-6.64617837672015	"RBM6"
"ENSG00000004660"	0.811867983224274	2.81272156525728	2.95883108734025	0.0118512449226996	0.149131659967977	-3.29402292537268	"CAMKK1"
"ENSG00000004700"	-0.0660968665579356	4.75865546609604	-0.518026009090114	0.613779678367767	0.833436614560126	-7.20933027294176	"RECQL"
"ENSG00000004766"	-0.13583567909907	4.89000073025056	-0.963347666525758	0.354229416408903	0.667543806014643	-6.8920200907222	"VPS50"
"ENSG00000004776"	0.762587643462546	-0.570290857496869	0.638209256150735	0.535228697253814	0.787535629491606	-5.85068997463395	"HSPB6"
"ENSG00000004777"	0.896064123564181	2.50482733456744	0.969711934590221	0.351173275530348	0.664897007699899	-6.22996815361208	"ARHGAP33"
"ENSG00000004779"	-0.17107857018053	6.08921785053038	-1.92027832982572	0.0786989398387479	0.359899894835697	-5.73669014800679	"NDUFAB1"
"ENSG00000004799"	-0.66410281229058	5.09249136703472	-4.08884554111242	0.00147680246739164	0.0445700081831507	-1.75731626246733	"PDK4"
"ENSG00000004809"	5.94201796233575	2.38653952878506	3.45693473068531	0.00468895093551548	0.0909237357384035	-1.92973976450723	"SLC22A16"
"ENSG00000004838"	0.0990670248479386	9.19929624969714	0.654291341239815	0.525164229432317	0.781641119037169	-7.14056275557174	"ZMYND10"
"ENSG00000004848"	0.52483582093851	3.28320550870005	2.37543666577042	0.0348933546534224	0.250885207668626	-4.47886661264132	"ARX"
"ENSG00000004864"	-0.099710969515912	4.78498393967338	-0.836489628502604	0.41909147701138	0.716174437518988	-6.99065220004201	"SLC25A13"
"ENSG00000004866"	0.409430805345878	4.70300508143741	3.62656878642374	0.0034276118625242	0.0753587801770671	-2.52979232901891	"ST7"
"ENSG00000004897"	-0.275785384739949	5.5277806216129	-1.83178377609004	0.0916977264237645	0.384512521307017	-5.84690420430421	"CDC27"
"ENSG00000004961"	0.0206708408808849	5.32244137087782	0.253017031205453	0.804502076841114	0.924721155299447	-7.38537652196715	"HCCS"
"ENSG00000004975"	0.0860879375950567	5.946266145375	0.635897823547933	0.536684207879629	0.787999528574531	-7.25010200177425	"DVL2"
"ENSG00000005001"	-0.141663677181331	6.51804359947749	-0.861093565911169	0.405925284131549	0.707225797934963	-7.09151251354582	"PRSS22"
"ENSG00000005007"	-0.0475887121267355	8.34591818244085	-0.401687112282788	0.694917827969955	0.876461323321661	-7.32369204142459	"UPF1"
"ENSG00000005020"	0.545165444449974	4.78692197503795	3.05916362158359	0.00982857687982419	0.136156269357033	-3.59179367317368	"SKAP2"
"ENSG00000005022"	-0.0433823125187391	8.04870322929138	-0.281385148099266	0.78316873233468	0.915304016661043	-7.38219039324463	"SLC25A5"
"ENSG00000005059"	-0.971944251543835	3.05847523629271	-6.03087630663306	5.72328006736966e-05	0.00579725493338637	1.93401492680407	"MCUB"
"ENSG00000005075"	0.0940202530931415	4.77725662917504	0.687803756269143	0.50454685278576	0.76937160945387	-7.09820940493125	"POLR2J"
"ENSG00000005100"	-0.0487345950657945	4.54249094446826	-0.444804179587209	0.664312683063712	0.861750657914284	-7.20827255459343	"DHX33"
